City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Almaty,KZ,2021-10-25 17:59:27,43.25,76.95,39.11,70,20,2.24
294,Tabou,CI,2021-10-25 18:00:00,4.423,-7.3528,78.66,79,96,9.42
295,Boyabat,TR,2021-10-25 18:00:01,41.4689,34.7667,44.8,82,43,3.38
296,Avera,US,2021-10-25 17:57:54,33.194,-82.5271,80.91,60,73,6.44
297,Katsuura,JP,2021-10-25 18:00:02,35.1333,140.3,59.02,96,100,28.23
298,Aljezur,PT,2021-10-25 18:00:03,37.3191,-8.8033,62.04,86,100,10.4
299,Ilinskiy,RU,2021-10-25 18:00:04,55.619,38.1182,36.18,69,0,4.47
300,Piedecuesta,CO,2021-10-25 18:00:05,6.9879,-73.0495,77.11,80,97,5.23
301,Chunoyar,RU,2021-10-25 18:00:06,57.4467,97.3217,46.42,73,100,18.39
302,Haines Junction,CA,2021-10-25 18:00:07,60.7522,-137.5108,26.67,88,100,0.81
303,Santiago Del Estero,AR,2021-10-25 17:58:36,-27.7951,-64.2615,96.8,9,0,12.82
304,Myitkyina,MM,2021-10-25 18:00:08,25.3833,97.4,69.28,80,0,2.24
305,Vandra,EE,2021-10-25 18:00:09,58.6481,25.0361,45.18,78,91,11.56
306,Klaksvik,FO,2021-10-25 18:00:09,62.2266,-6.589,43.72,80,94,12.97
307,La Ronge,CA,2021-10-25 18:00:10,55.1001,-105.2842,41.0,72,100,19.75
308,Barybino,RU,2021-10-25 18:00:11,55.2677,37.8933,34.05,69,0,6.71
309,Ugoofaaru,MV,2021-10-25 18:00:12,5.6667,73.0,81.59,78,61,9.37
310,Vanavara,RU,2021-10-25 18:00:12,60.34,102.2797,32.99,99,100,8.72
311,Surt,LY,2021-10-25 18:00:13,31.2089,16.5887,74.7,70,11,11.12
312,Paveh,IR,2021-10-25 18:00:14,35.0434,46.3565,47.44,29,0,2.91
313,Oranjestad,AW,2021-10-25 18:00:15,12.524,-70.027,82.51,73,31,20.83
314,Arlit,NE,2021-10-25 18:00:15,18.7369,7.3853,91.2,10,0,8.28
315,Alvdal,NO,2021-10-25 18:00:16,62.1077,10.6307,46.24,95,100,7.29
316,Yuci,CN,2021-10-25 18:00:17,37.6803,112.7319,42.55,81,97,2.24
317,Tubuala,PA,2021-10-25 18:00:17,9.5167,-79.0333,89.33,72,99,6.13
318,Hvide Sande,DK,2021-10-25 18:00:18,56.0045,8.1294,55.09,88,35,18.81
319,Comodoro Rivadavia,AR,2021-10-25 18:00:19,-45.8667,-67.5,62.2,25,46,24.54
320,Ust-Omchug,RU,2021-10-25 18:00:20,61.15,149.6333,-0.56,95,71,1.68
321,Kutna Hora,CZ,2021-10-25 18:00:20,49.9484,15.2682,47.64,54,0,4.61
322,Honningsvag,NO,2021-10-25 18:00:21,70.9821,25.9704,31.75,74,20,10.36
323,Altos,BR,2021-10-25 18:00:22,-5.0381,-42.46,100.83,25,7,4.63
324,Padang,ID,2021-10-25 18:00:22,-0.9492,100.3543,77.05,89,100,2.53
325,Valsad,IN,2021-10-25 18:00:23,20.6333,72.9333,76.64,72,0,2.13
326,Yaqui,MX,2021-10-25 18:00:23,27.3667,-110.1667,86.92,44,0,6.78
327,Zyryanka,RU,2021-10-25 18:00:24,65.75,150.85,-0.6,97,87,2.89
328,Maroantsetra,MG,2021-10-25 18:00:24,-15.4333,49.7333,73.62,80,11,2.82
329,Tosya,TR,2021-10-25 18:00:24,41.0155,34.0401,40.05,77,7,5.12
330,Kaihua,CN,2021-10-25 18:00:25,23.3687,104.28,57.61,97,96,5.01
331,Madras,IN,2021-10-25 17:57:03,13.0878,80.2785,80.58,83,40,0.0
332,Mogocha,RU,2021-10-25 18:00:25,53.7333,119.7667,29.5,81,69,4.05
333,Delemont,CH,2021-10-25 18:00:26,47.3649,7.3445,53.62,85,10,2.71
334,Izumo,JP,2021-10-25 18:00:26,35.3667,132.7667,53.69,89,11,2.44
335,Touros,BR,2021-10-25 18:00:26,-5.1989,-35.4608,84.31,57,5,17.65
336,Deputatskiy,RU,2021-10-25 17:58:56,69.3,139.9,-2.38,99,99,1.07
337,Drochtersen,DE,2021-10-25 18:00:27,53.7102,9.3846,53.17,81,100,8.84
338,Mount Gambier,AU,2021-10-25 18:00:27,-37.8333,140.7667,38.16,93,21,6.15
339,Xinyang,CN,2021-10-25 18:00:28,32.1228,114.0656,55.74,74,12,0.87
340,Goundam,ML,2021-10-25 18:00:28,16.4145,-3.6708,98.11,19,27,4.23
341,Balkanabat,TM,2021-10-25 18:00:28,39.5108,54.3671,60.1,71,52,10.07
342,Santa Elena,EC,2021-10-25 18:00:29,-2.2333,-80.85,74.82,74,93,9.42
343,The Valley,AI,2021-10-25 18:00:29,18.217,-63.0578,86.09,72,3,16.69
344,Nemuro,JP,2021-10-25 18:00:29,43.3236,145.575,51.93,84,48,6.96
345,Nantucket,US,2021-10-25 17:59:41,41.2835,-70.0995,69.96,87,100,17.56
346,Amboasary,MG,2021-10-25 18:00:30,-25.0333,46.3833,76.8,82,57,9.89
347,Novi Knezevac,RS,2021-10-25 18:00:30,46.05,20.1,48.25,57,0,7.07
348,Klyuchi,RU,2021-10-25 18:00:30,52.2667,79.1667,46.22,57,83,8.12
349,Taoudenni,ML,2021-10-25 18:00:31,22.6783,-3.9836,92.97,15,86,7.43
350,Sorland,NO,2021-10-25 18:00:31,67.667,12.6934,46.26,95,100,11.9
351,Pangnirtung,CA,2021-10-25 18:00:31,66.1451,-65.7125,24.62,65,88,0.78
352,Yining,CN,2021-10-25 18:00:32,29.0361,114.5636,56.19,85,24,1.14
353,Plettenberg Bay,ZA,2021-10-25 18:00:32,-34.0527,23.3716,60.04,90,5,10.45
354,Buala,SB,2021-10-25 17:58:54,-8.145,159.5921,78.73,82,16,3.27
355,Palm Coast,US,2021-10-25 18:00:32,29.585,-81.2078,86.0,70,93,1.01
356,Severobaykalsk,RU,2021-10-25 18:00:33,55.65,109.3167,33.51,78,98,4.56
357,Yanliang,CN,2021-10-25 18:00:33,34.6592,109.2292,58.86,77,100,7.31
358,Lasa,IT,2021-10-25 18:00:34,46.6166,10.7002,54.34,50,100,1.88
359,Alvaraes,BR,2021-10-25 18:00:34,-3.2208,-64.8042,84.67,67,97,3.53
360,Port Hedland,AU,2021-10-25 18:00:34,-20.3167,118.5667,73.45,83,0,10.36
361,Grindavik,IS,2021-10-25 18:00:34,63.8424,-22.4338,39.67,81,75,5.75
362,Zilair,RU,2021-10-25 18:00:35,52.2332,57.4392,34.14,93,44,7.02
363,Asyut,EG,2021-10-25 18:00:35,27.181,31.1837,75.38,38,0,10.83
364,Aykhal,RU,2021-10-25 18:00:35,66.0,111.5,15.08,98,76,7.43
365,Quatre Cocos,MU,2021-10-25 18:00:36,-20.2078,57.7625,74.08,70,23,16.82
366,Santa Isabel,BR,2021-10-25 17:59:24,-23.3156,-46.2214,69.37,79,100,5.73
367,Strezhevoy,RU,2021-10-25 18:00:36,60.7333,77.5889,22.98,87,41,5.7
368,Noumea,NC,2021-10-25 18:00:04,-22.2763,166.4572,62.58,80,0,8.19
369,Codrington,AU,2021-10-25 18:00:36,-38.2667,141.9667,38.73,92,2,7.67
370,Aitape,PG,2021-10-25 18:00:37,-3.1374,142.3475,76.96,89,86,2.8
371,Karratha,AU,2021-10-25 18:00:37,-20.7377,116.8463,77.43,40,6,13.02
372,Alta Gracia,AR,2021-10-25 18:00:38,-31.6529,-64.4283,99.55,8,0,9.17
373,Porto Belo,BR,2021-10-25 18:00:38,-27.1578,-48.5531,83.79,71,22,12.71
374,Tilichiki,RU,2021-10-25 18:00:38,60.4667,166.1,21.6,97,100,5.73
375,Tadpatri,IN,2021-10-25 18:00:39,14.9167,78.0167,77.79,59,79,5.64
376,Kathmandu,NP,2021-10-25 18:00:04,27.7167,85.3167,61.02,94,20,3.44
377,San Rafael,AR,2021-10-25 18:00:38,-34.6177,-68.3301,90.75,9,0,5.59
378,Cockburn Town,TC,2021-10-25 18:00:39,21.4612,-71.1419,83.16,72,16,15.79
379,Kita,ML,2021-10-25 18:00:39,13.0349,-9.4895,87.85,44,88,3.29
380,Channel-Port Aux Basques,CA,2021-10-25 18:00:40,47.5702,-59.1367,47.25,62,46,14.85
381,San Bartolome De Tirajana,ES,2021-10-25 18:00:40,27.9248,-15.5733,64.87,60,40,18.41
382,Jiaohe,CN,2021-10-25 18:00:41,43.7286,127.3447,41.47,89,24,3.29
383,Dunedin,NZ,2021-10-25 18:00:41,-45.8742,170.5036,55.8,95,94,5.01
384,Alyangula,AU,2021-10-25 18:00:41,-13.8483,136.4192,78.64,80,96,4.12
385,Bubaque,GW,2021-10-25 18:00:42,11.2833,-15.8333,83.28,73,100,6.31
386,Talnakh,RU,2021-10-25 18:00:42,69.4865,88.3972,18.97,96,100,7.72
387,Ilo,PE,2021-10-25 18:00:42,-17.6394,-71.3375,64.02,71,54,8.43
388,Angoche,MZ,2021-10-25 18:00:42,-16.2325,39.9086,79.07,86,3,10.51
389,Waitati,NZ,2021-10-25 18:00:43,-45.75,170.5667,55.8,95,100,3.83
390,Soyo,AO,2021-10-25 18:00:43,-6.1349,12.3689,77.32,82,100,9.84
391,Kungurtug,RU,2021-10-25 18:00:43,50.5994,97.5228,28.98,69,43,2.44
392,Yar-Sale,RU,2021-10-25 18:00:44,66.8333,70.8333,20.43,88,97,6.87
393,Taltal,CL,2021-10-25 18:00:44,-25.4,-70.4833,62.82,70,29,3.94
394,Novosheshminsk,RU,2021-10-25 18:00:44,55.0651,51.2338,30.61,75,21,8.48
395,Tsiroanomandidy,MG,2021-10-25 18:00:45,-18.7667,46.0333,73.83,64,92,5.59
396,Meulaboh,ID,2021-10-25 18:00:45,4.1363,96.1285,75.27,93,99,3.76
397,Aswan,EG,2021-10-25 17:57:26,24.0934,32.907,87.1,23,0,10.36
398,Batagay,RU,2021-10-25 18:00:45,67.6333,134.6333,-2.13,99,75,1.95
399,Chumikan,RU,2021-10-25 18:00:46,54.7183,135.315,38.19,81,68,15.64
400,Hailar,CN,2021-10-25 18:00:46,49.2,119.7,33.67,80,84,9.19
401,Somerset,US,2021-10-25 17:59:20,40.5668,-74.5496,78.17,70,40,1.99
402,Maridi,SS,2021-10-25 18:00:46,4.9158,29.4742,70.36,90,60,7.36
403,Dillon,US,2021-10-25 18:00:47,34.4166,-79.3712,83.12,64,99,7.31
404,Galle,LK,2021-10-25 18:00:47,6.0367,80.217,77.47,89,100,5.86
405,Gornopravdinsk,RU,2021-10-25 18:00:47,60.05,69.9,36.14,97,100,7.49
406,Hobyo,SO,2021-10-25 18:00:48,5.3505,48.5268,80.98,73,70,10.4
407,Mnogovershinnyy,RU,2021-10-25 18:00:48,53.9353,139.9242,30.94,88,53,4.54
408,Humboldt,US,2021-10-25 18:00:48,40.6665,-123.9178,49.17,74,36,4.74
409,Sistranda,NO,2021-10-25 18:00:48,63.7256,8.834,52.9,83,99,10.29
410,Gigmoto,PH,2021-10-25 18:00:49,13.7796,124.39,79.99,83,99,8.39
411,Leningradskiy,RU,2021-10-25 18:00:49,69.3833,178.4167,6.57,94,100,13.91
412,Dumas,US,2021-10-25 18:00:49,35.8656,-101.9732,75.61,28,1,14.97
413,Pantai Remis,MY,2021-10-25 18:00:50,4.4557,100.6288,79.48,84,100,3.58
414,Ketchikan,US,2021-10-25 18:00:50,55.3422,-131.6461,45.68,65,54,1.77
415,Marfino,RU,2021-10-25 18:00:51,55.7028,37.3822,35.74,72,0,6.71
416,Poum,NC,2021-10-25 18:00:51,-20.2333,164.0167,74.07,72,9,15.7
417,Taua,BR,2021-10-25 18:00:51,-5.9667,-40.3,98.08,22,9,11.23
418,Pembroke,CA,2021-10-25 18:00:21,45.8168,-77.1162,49.17,58,100,7.94
419,Landerneau,FR,2021-10-25 18:00:52,48.4525,-4.2525,56.43,81,0,6.91
420,Vila Velha,BR,2021-10-25 18:00:52,-20.3297,-40.2925,75.4,77,92,15.79
421,Talara,PE,2021-10-25 18:00:52,-4.5772,-81.2719,69.58,73,34,18.23
422,Margate,GB,2021-10-25 18:00:53,51.3813,1.3862,55.96,88,24,5.01
423,Kirakira,SB,2021-10-25 18:00:53,-10.4544,161.9205,78.21,85,41,6.64
424,Mackay,AU,2021-10-25 18:00:21,-21.15,149.2,76.68,77,97,5.61
425,Yumen,CN,2021-10-25 18:00:53,40.2833,97.2,39.72,45,77,1.54
426,Lewiston,US,2021-10-25 18:00:54,44.1003,-70.2148,44.51,96,90,5.75
427,Acapulco,MX,2021-10-25 18:00:54,16.8634,-99.8901,84.11,73,100,5.23
428,Lichinga,MZ,2021-10-25 18:00:54,-13.3128,35.2406,73.29,39,62,3.38
429,Tete,MZ,2021-10-25 18:00:55,-16.1564,33.5867,90.7,38,27,13.33
430,Bambanglipuro,ID,2021-10-25 18:00:55,-7.95,110.2833,77.99,78,66,2.08
431,Pandan,PH,2021-10-25 18:00:55,14.0453,124.1694,79.99,84,98,8.3
432,Bonthe,SL,2021-10-25 18:00:56,7.5264,-12.505,79.11,83,99,6.96
433,Kemin,KG,2021-10-25 18:00:56,42.7846,75.6892,47.52,39,0,6.17
434,Broken Hill,AU,2021-10-25 18:00:56,-31.95,141.4333,53.89,30,0,8.21
435,Stutterheim,ZA,2021-10-25 18:00:57,-32.5708,27.424,53.19,91,63,7.14
436,Mongo,TD,2021-10-25 18:00:57,12.1844,18.693,89.47,25,60,4.5
437,Urucara,BR,2021-10-25 18:00:58,-2.5364,-57.76,98.76,34,99,4.9
438,Shimoda,JP,2021-10-25 18:00:58,34.6667,138.95,56.1,89,100,28.23
439,Coahuayana,MX,2021-10-25 18:00:58,18.7333,-103.6833,86.38,69,100,6.46
440,Xining,CN,2021-10-25 18:00:09,36.6167,101.7667,35.31,91,100,2.55
441,Mercedes,AR,2021-10-25 18:00:59,-34.6515,-59.4307,88.86,13,20,16.53
442,Gravdal,NO,2021-10-25 18:00:59,68.1214,13.5031,40.68,97,100,5.57
443,Ngunguru,NZ,2021-10-25 18:00:59,-35.6167,174.5,60.17,87,100,4.03
444,Dashitou,CN,2021-10-25 18:00:59,43.3067,128.5114,38.03,79,5,4.18
445,Leh,IN,2021-10-25 18:01:00,34.1667,77.5833,29.89,65,85,1.03
446,Arman,RU,2021-10-25 18:01:00,59.7,150.1667,22.15,73,51,3.94
447,Wajima,JP,2021-10-25 18:01:01,37.4,136.9,58.77,85,100,9.15
448,Malindi,KE,2021-10-25 18:01:01,-3.2175,40.1191,78.35,83,86,8.63
449,Keti Bandar,PK,2021-10-25 18:01:02,24.1447,67.4497,80.74,54,0,11.16
450,Waingapu,ID,2021-10-25 18:01:03,-9.6567,120.2641,80.1,80,72,3.13
451,Boysun,UZ,2021-10-25 18:01:03,38.2061,67.1986,50.99,23,73,2.26
452,Broome,US,2021-10-25 18:01:04,42.2506,-75.833,73.71,60,55,1.99
453,Humaita,BR,2021-10-25 18:01:04,-7.5061,-63.0208,84.99,78,100,3.24
454,Xiaoweizhai,CN,2021-10-25 18:01:04,26.1903,107.5125,55.38,77,97,1.92
455,Marzuq,YE,2021-10-25 18:01:05,14.4,46.4667,73.33,58,1,4.63
456,Gobabis,NA,2021-10-25 18:01:05,-22.45,18.9667,79.65,8,1,7.99
457,Kapuskasing,CA,2021-10-25 18:01:05,49.4169,-82.4331,37.49,93,75,10.36
458,Shahrud,IR,2021-10-25 18:01:06,36.4182,54.9763,52.72,44,0,5.73
459,Sao Felix Do Xingu,BR,2021-10-25 18:01:06,-6.6447,-51.995,89.04,54,96,2.06
460,Kambam,ID,2021-10-25 18:01:06,5.2505,96.8629,79.84,80,95,2.77
461,Kununurra,AU,2021-10-25 18:01:07,-15.7667,128.7333,80.58,78,79,3.44
462,Saint-Pierre,RE,2021-10-25 18:00:06,-21.3393,55.4781,74.88,76,75,11.5
463,Haysville,US,2021-10-25 18:01:07,37.5645,-97.3523,54.0,84,90,6.91
464,Ahipara,NZ,2021-10-25 18:01:07,-35.1667,173.1667,56.25,90,2,1.97
465,Eyl,SO,2021-10-25 18:01:08,7.9803,49.8164,78.84,75,63,9.26
466,Thunder Bay,CA,2021-10-25 17:57:18,48.4001,-89.3168,46.29,67,20,9.22
467,Whitehorse,CA,2021-10-25 17:59:18,60.7161,-135.0538,22.01,93,75,2.3
468,Gasa,PS,2021-10-25 17:59:55,31.5,34.4667,71.91,68,1,8.97
469,Syracuse,IT,2021-10-25 18:01:08,37.0881,15.2792,64.45,73,80,6.29
470,Dalby,AU,2021-10-25 18:01:08,-27.1833,151.2667,60.98,94,100,7.14
471,Mao,ES,2021-10-25 17:57:27,39.8885,4.2658,63.16,82,20,5.75
472,Libreville,GA,2021-10-25 18:00:42,0.3925,9.4537,78.82,94,40,5.75
473,Nouadhibou,MR,2021-10-25 18:01:09,20.931,-17.0347,71.17,76,99,17.69
474,Maceio,BR,2021-10-25 18:00:17,-9.6658,-35.7353,89.04,58,20,17.27
475,Aktau,KZ,2021-10-25 18:01:09,43.65,51.2,48.78,75,100,24.49
476,Gallup,US,2021-10-25 18:01:10,35.5281,-108.7426,68.76,33,1,1.01
477,Takaka,NZ,2021-10-25 18:01:10,-40.85,172.8,59.56,87,2,3.18
478,Mocuba,MZ,2021-10-25 18:01:10,-16.8392,36.9856,78.64,79,35,8.72
479,Orumiyeh,IR,2021-10-25 17:59:54,37.5527,45.0761,42.35,56,0,9.22
480,Mitsamiouli,KM,2021-10-25 18:01:11,-11.3847,43.2844,79.11,83,36,11.72
481,Namibe,AO,2021-10-25 18:01:11,-15.1961,12.1522,65.89,79,15,10.92
482,Goderich,CA,2021-10-25 18:00:21,43.7501,-81.7165,46.9,90,100,25.77
483,Katangli,RU,2021-10-25 18:01:11,51.7102,143.2326,36.93,87,2,11.1
484,Ilam,NP,2021-10-25 18:01:12,26.9167,87.9167,58.26,88,1,5.7
485,Teya,RU,2021-10-25 18:01:12,60.3778,92.6267,34.27,95,100,11.05
486,Sonegaon,IN,2021-10-25 18:01:12,20.65,78.6833,70.45,59,30,4.18
487,Bac Lieu,VN,2021-10-25 18:01:13,9.285,105.7244,79.57,83,93,2.44
488,San Vicente,AR,2021-10-25 18:01:13,-26.6167,-54.1333,79.61,33,0,4.54
489,Portland,US,2021-10-25 18:00:49,45.5234,-122.6762,60.08,64,100,5.01
490,Paita,PE,2021-10-25 18:01:13,-5.0892,-81.1144,72.91,67,43,14.32
491,Rzhyshchiv,UA,2021-10-25 18:01:14,49.9689,31.0463,42.06,59,4,6.55
492,Kupang,ID,2021-10-25 18:01:09,-10.1667,123.5833,79.48,79,76,3.53
493,Nueve De Julio,AR,2021-10-25 18:01:14,-35.4444,-60.8831,80.71,19,13,14.72
494,Hengshui,CN,2021-10-25 18:01:14,37.7322,115.7011,54.07,74,57,7.31
495,Balclutha,NZ,2021-10-25 18:01:15,-46.2339,169.75,51.12,88,99,2.75
496,Kirovskiy,RU,2021-10-25 18:01:15,45.0917,133.5136,40.77,73,4,5.77
497,Boa Vista,BR,2021-10-25 17:58:45,2.8197,-60.6733,87.78,55,40,8.05
498,Albanel,CA,2021-10-25 18:01:15,48.8832,-72.4487,47.53,58,31,4.03
499,Mayo,US,2021-10-25 18:01:16,38.8876,-76.5119,80.38,66,89,8.01
500,Gold Coast,AU,2021-10-25 18:00:05,-28.0,153.4333,71.04,80,90,3.0
501,Lata,PT,2021-10-25 18:01:16,40.1629,-8.3327,60.93,78,55,3.04
502,Qingquan,CN,2021-10-25 18:01:17,30.4511,115.2559,58.41,74,4,2.28
503,Pangody,RU,2021-10-25 18:01:17,65.85,74.4859,20.44,94,81,7.96
504,Nouakchott,MR,2021-10-25 18:01:17,18.0858,-15.9785,84.13,63,68,18.1
505,Oktyabrskiy,RU,2021-10-25 18:01:18,54.4815,53.471,31.6,73,82,12.26
506,Dapaong,TG,2021-10-25 18:01:18,10.8639,0.205,85.93,42,39,5.59
507,Sauteurs,GD,2021-10-25 18:01:18,12.2167,-61.6333,81.54,75,100,22.95
508,Muros,ES,2021-10-25 18:01:19,42.7762,-9.0603,62.24,87,17,8.28
509,Arcos,BR,2021-10-25 18:01:19,-20.2819,-45.5394,81.93,56,73,7.09
510,Chara,RU,2021-10-25 18:01:19,56.9064,118.2631,27.63,74,80,3.42
511,Aleksandrov Gay,RU,2021-10-25 18:01:20,50.147,48.5704,40.28,62,68,14.94
512,Samarai,PG,2021-10-25 18:01:20,-10.6167,150.6667,80.89,80,79,8.81
513,Gavrilov-Yam,RU,2021-10-25 18:01:20,57.3018,39.8533,35.44,74,99,14.16
514,Tautira,PF,2021-10-25 18:01:20,-17.7333,-149.15,78.82,79,88,3.11
515,Cam Ranh,VN,2021-10-25 18:01:21,11.9214,109.1591,75.16,88,75,12.66
516,Korla,CN,2021-10-25 18:01:21,41.7597,86.1469,49.12,39,0,2.66
517,Xuddur,SO,2021-10-25 18:01:21,4.1213,43.8894,80.2,59,81,10.8
518,Lianran,CN,2021-10-25 18:01:22,24.9227,102.485,57.99,94,68,3.06
519,Mmabatho,ZA,2021-10-25 18:01:22,-25.85,25.6333,65.1,75,57,19.22
520,Sioux Lookout,CA,2021-10-25 18:01:22,50.1001,-91.917,42.53,56,72,7.61
521,Moose Factory,CA,2021-10-25 18:01:23,51.2585,-80.6094,40.98,100,90,5.75
522,Aksha,RU,2021-10-25 18:01:23,50.2814,113.2867,35.1,66,25,11.7
523,Henties Bay,NA,2021-10-25 18:01:23,-22.116,14.2845,60.85,87,0,4.88
524,Mahanoro,MG,2021-10-25 18:01:24,-19.9,48.8,72.73,88,0,4.85
525,Kaina,NG,2021-10-25 18:01:24,12.6374,8.5873,89.08,19,39,6.6
526,San Andres,CO,2021-10-25 18:01:24,12.5847,-81.7006,83.97,75,8,12.17
527,Kyra,RU,2021-10-25 18:01:24,49.5776,111.9753,30.63,76,14,3.44
528,Beringovskiy,RU,2021-10-25 18:01:25,63.05,179.3167,10.72,77,100,5.77
529,Alenquer,BR,2021-10-25 18:01:25,-1.9417,-54.7383,95.13,40,25,6.11
530,Sao Joao Dos Patos,BR,2021-10-25 18:01:25,-6.495,-43.7022,94.8,35,58,4.68
531,Coihaique,CL,2021-10-25 18:01:26,-45.5752,-72.0662,48.13,76,69,13.0
532,Mandalay,MM,2021-10-25 18:01:26,21.9747,96.0836,75.63,87,46,2.66
533,North Platte,US,2021-10-25 18:01:26,41.1239,-100.7654,48.09,81,90,10.36
534,West Wendover,US,2021-10-25 18:01:27,40.7391,-114.0733,60.94,50,100,10.69
535,Doctor Arroyo,MX,2021-10-25 18:01:27,23.6667,-100.1833,74.77,32,100,3.67
536,Nara,JP,2021-10-25 18:01:27,34.6851,135.8049,60.08,85,78,1.41
537,Magadan,RU,2021-10-25 18:01:28,59.5667,150.8,23.45,78,64,7.34
538,Saint-Joseph,RE,2021-10-25 18:01:28,-21.3667,55.6167,73.78,80,31,13.22
539,Guia De Isora,ES,2021-10-25 18:01:28,28.2115,-16.7795,68.79,68,34,4.18
540,Bud,US,2021-10-25 18:01:28,39.447,-86.1758,54.82,95,98,13.44
541,Richards Bay,ZA,2021-10-25 18:01:29,-28.783,32.0377,64.45,87,100,4.72
542,Qaqortoq,GL,2021-10-25 18:01:29,60.7167,-46.0333,30.7,47,5,4.97
543,Boguchany,RU,2021-10-25 18:01:29,58.3814,97.4531,44.91,79,100,18.81
544,Beroroha,MG,2021-10-25 18:01:30,-21.6667,45.1667,87.24,26,48,8.03
545,Okhotsk,RU,2021-10-25 18:01:30,59.3833,143.3,21.15,78,97,6.33
546,Abrau-Dyurso,RU,2021-10-25 18:01:30,44.69,37.59,38.66,65,91,9.33
547,Mehamn,NO,2021-10-25 18:01:31,71.0357,27.8492,32.18,90,44,26.75
548,Ust-Nera,RU,2021-10-25 18:01:31,64.5667,143.2,5.81,99,100,2.8
549,Grand-Santi,GF,2021-10-25 18:01:31,4.25,-54.3833,80.74,93,81,4.09
550,Port Hardy,CA,2021-10-25 18:00:21,50.6996,-127.4199,48.67,86,98,27.27
551,Acari,PE,2021-10-25 18:01:32,-15.4311,-74.6158,77.36,46,9,9.71
552,Vestmannaeyjar,IS,2021-10-25 18:01:32,63.4427,-20.2734,43.79,100,90,13.8
553,Kibala,TD,2021-10-25 18:01:32,9.1104,18.3463,83.16,60,48,3.29
554,Takoradi,GH,2021-10-25 18:01:33,4.8845,-1.7554,79.3,86,49,10.85
